Est Number,Premise Name,Premise Address 1,Premise Zip Code,TYPE,Status,Inspection Date,Inspection Type,Score,Violation List
31602,LAKESIDE GOLF COURSE SNACK BAR,3725 RICHMOND ROAD,40509,605,ACTIVE,13-Sep-2023,2,97,  10  49  56
31605,LANSDOWNE ELEMENTARY SCHOOL,336 REDDING RD,40502,605,ACTIVE,09-Mar-2023,1,100,
31605,LANSDOWNE ELEMENTARY SCHOOL,336 REDDING RD,40502,605,ACTIVE,16-Oct-2023,1,99,  56
31985,LANSDOWNE MARATHON LLC,3527 LANSDOWNE DRIVE,40502,607,ACTIVE,06-Mar-2023,12,,
31985,LANSDOWNE MARATHON LLC,3527 LANSDOWNE DRIVE,40502,610,ACTIVE,06-Mar-2023,12,,
31985,LANSDOWNE MARATHON LLC,3527 LANSDOWNE DRIVE,40502,607,ACTIVE,12-Oct-2023,1,89,  10  13  39  48  50  51  53  56
31985,LANSDOWNE MARATHON LLC,3527 LANSDOWNE DRIVE,40502,607,ACTIVE,12-Oct-2023,2,93,  10  39  48  50  51  56
31985,LANSDOWNE MARATHON LLC,3527 LANSDOWNE DRIVE,40502,610,ACTIVE,12-Oct-2023,12,,
31985,LANSDOWNE MARATHON LLC,3527 LANSDOWNE DRIVE,40502,607,ACTIVE,12-Oct-2023,12,,
31985,LANSDOWNE MARATHON LLC,3527 LANSDOWNE DRIVE,40502,610,ACTIVE,12-Oct-2023,2,93,  10  39  48  50  51  56
31985,LANSDOWNE MARATHON LLC,3527 LANSDOWNE DRIVE,40502,607,ACTIVE,27-Nov-2023,12,,
31985,LANSDOWNE MARATHON LLC,3527 LANSDOWNE DRIVE,40502,610,ACTIVE,27-Nov-2023,12,,
31985,LANSDOWNE MARATHON LLC,3527 LANSDOWNE DRIVE,40502,610,ACTIVE,12-Oct-2023,1,89,  10  13  39  48  50  51  53  56
94230,"LANTERN AT MORNING POINTE OF LEXINGTON, THE",225 RUCCIO WAY,40503,605,ACTIVE,28-Feb-2023,1,99,  50
94230,"LANTERN AT MORNING POINTE OF LEXINGTON, THE",225 RUCCIO WAY,40503,605,ACTIVE,21-Sep-2023,1,98,  38  50
96992,LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,40509,607,ACTIVE,07-Mar-2023,1,97,  38  41  56
96992,LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,40509,605,ACTIVE,07-Mar-2023,1,100,
96992,LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,40509,605,ACTIVE,07-Mar-2023,1,97,  38  41  56
96992,LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,40509,607,ACTIVE,07-Mar-2023,1,100,
96992,LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,40509,605,ACTIVE,06-Oct-2023,1,100,
96992,LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,40509,605,ACTIVE,06-Oct-2023,1,98,  46  50
96992,LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,40509,607,ACTIVE,06-Oct-2023,1,98,  46  50
96992,LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,40509,607,ACTIVE,06-Oct-2023,1,100,
107846,LAROSA'S PIZZERIA,2890 RICHMOND RD,40509,605,ACTIVE,21-Feb-2023,1,100,
109789,LAROSA'S PIZZERIA,115 SOUTHLAND DR,40503,605,ACTIVE,09-Mar-2023,1,98,  48
109789,LAROSA'S PIZZERIA,115 SOUTHLAND DR,40503,605,INACTIVE,22-Sep-2023,1,97,  40  45  50
110343,LATINO MARKET,306 SOUTHLAND DR,40503,607,ACTIVE,30-May-2023,1,93,   1   3  38  51  56 
110343,LATINO MARKET,306 SOUTHLAND DR,40503,607,ACTIVE,30-May-2023,1,72,   1   2   3  10  17  24  25  29  38  40  41  43  44  48  50  51  52  56  57  58
110343,LATINO MARKET,306 SOUTHLAND DR,40503,607,ACTIVE,13-Jun-2023,2,93,   1  17  38  40  50  56
110343,LATINO MARKET,306 SOUTHLAND DR,40503,607,ACTIVE,13-Jun-2023,2,98,  38  56
110343,LATINO MARKET,306 SOUTHLAND DR,40503,607,ACTIVE,20-Jun-2023,2,97,  17  50  56
110343,LATINO MARKET,306 SOUTHLAND DR,40503,607,ACTIVE,20-Jun-2023,2,98,  38  56
110343,LATINO MARKET,306 SOUTHLAND DR,40503,607,ACTIVE,10-Oct-2023,1,97,  38  44  49
110343,LATINO MARKET,306 SOUTHLAND DR,40503,607,ACTIVE,10-Oct-2023,1,98,  17  44
117596,LAURA LOU PATISSERIE (RETAIL STORE),200 W MAIN,40507,610,INACTIVE,27-Feb-2023,5,,
69296,LE DEAUVILLE,199 NORTH LIMESTONE,40507,605,ACTIVE,15-Mar-2023,1,92,  15  40  48  50  54  56
69296,LE DEAUVILLE,199 NORTH LIMESTONE,40507,605,ACTIVE,18-Oct-2023,2,98,  51  56
69296,LE DEAUVILLE,199 NORTH LIMESTONE,40507,605,ACTIVE,11-Oct-2023,2,96,   1  51  56
69296,LE DEAUVILLE,199 NORTH LIMESTONE,40507,605,ACTIVE,26-Sep-2023,1,95,   1  44  51  56
96973,LEAN FEAST,220 RUCCIO WAY SUITE 190,40503,605,ACTIVE,23-Feb-2023,1,100,
96973,LEAN FEAST,220 RUCCIO WAY SUITE 190,40503,605,ACTIVE,11-Sep-2023,1,100,
30797,"LEARNING CENTER, THE",475 PRICE ROAD,40508,605,ACTIVE,09-Feb-2023,1,100,
30797,"LEARNING CENTER, THE",475 PRICE ROAD,40508,605,ACTIVE,10-Oct-2023,1,95,   3   6  51
30797,"LEARNING CENTER, THE",475 PRICE ROAD,40508,605,ACTIVE,25-Jan-2024,1,99,  51
30797,"LEARNING CENTER, THE",475 PRICE ROAD,40508,605,ACTIVE,10-Oct-2023,2,99,  51
76026,"LEARNING EXPERIENCE, THE",2501 SANDERSVILLE ROAD,40511,605,ACTIVE,24-Feb-2023,1,100,
76026,"LEARNING EXPERIENCE, THE",2501 SANDERSVILLE ROAD,40511,605,ACTIVE,30-Jan-2024,1,100,
76026,"LEARNING EXPERIENCE, THE",2501 SANDERSVILLE ROAD,40511,605,ACTIVE,09-Aug-2023,1,100,
31069,LEE'S FAMOUS RECIPE CHICKEN,3014 RICHMOND ROAD,40509,605,ACTIVE,18-Dec-2023,1,98,  44  50
75979,LEE'S GARDEN,"680 LIMA DRIVE, #110",40511,605,ACTIVE,17-Mar-2023,2,96,  15  50  56
75979,LEE'S GARDEN,"680 LIMA DRIVE, #110",40511,605,ACTIVE,17-Mar-2023,1,93,  15  18  50  56
75979,LEE'S GARDEN,"680 LIMA DRIVE, #110",40511,605,ACTIVE,03-Oct-2023,1,96,  48  50  56
110912,LEESTOWN COFFEE HOUSE,1416 LEESTOWN RD,40511,605,ACTIVE,30-Jan-2023,1,100,
110912,LEESTOWN COFFEE HOUSE,1416 LEESTOWN RD,40511,605,ACTIVE,03-Aug-2023,2,100,
110912,LEESTOWN COFFEE HOUSE,1416 LEESTOWN RD,40511,605,ACTIVE,03-Aug-2023,1,96,   6  25
110912,LEESTOWN COFFEE HOUSE,1416 LEESTOWN RD,40511,605,ACTIVE,01-Feb-2024,1,100,
62889,LEESTOWN GARAGE LLC,3092 LEESTOWN ROAD,40511,605,ACTIVE,29-Jan-2024,1,94,  10  37  40  50  51  56
62889,LEESTOWN GARAGE LLC,3092 LEESTOWN ROAD,40511,605,ACTIVE,19-Jul-2023,2,98,  50  56
62889,LEESTOWN GARAGE LLC,3092 LEESTOWN ROAD,40511,605,ACTIVE,19-Jul-2023,1,91,  21  29  50  56  58
31612,LEESTOWN MIDDLE SCHOOL,2010 LEESTOWN RD,40511,605,ACTIVE,18-Jan-2023,1,99,  56
31612,LEESTOWN MIDDLE SCHOOL,2010 LEESTOWN RD,40511,605,ACTIVE,30-Oct-2023,2,99,  51
31612,LEESTOWN MIDDLE SCHOOL,2010 LEESTOWN RD,40511,605,ACTIVE,16-Oct-2023,1,96,  21  51
103381,LEGACY RESERVE AT FRITZ FARM,2700 MAN O WAR BLVD,40515,605,ACTIVE,20-Mar-2023,1,86,   6  13  18  29  40  41  50  51  56
103381,LEGACY RESERVE AT FRITZ FARM,2700 MAN O WAR BLVD,40515,605,ACTIVE,20-Mar-2023,2,95,  40  41  50  51  56
103381,LEGACY RESERVE AT FRITZ FARM,2700 MAN O WAR BLVD,40515,605,ACTIVE,18-Oct-2023,2,94,  10  45  48  50  56
103381,LEGACY RESERVE AT FRITZ FARM,2700 MAN O WAR BLVD,40515,605,ACTIVE,10-Oct-2023,2,90,  10  25  45  48  50  56  58
103381,LEGACY RESERVE AT FRITZ FARM,2700 MAN O WAR BLVD,40515,605,ACTIVE,17-Oct-2023,2,91,  10  21  45  48  50  56
103381,LEGACY RESERVE AT FRITZ FARM,2700 MAN O WAR BLVD,40515,605,ACTIVE,26-Sep-2023,1,88,  10  25  29  45  48  50  56  58
99386,"LEMON TREE, THE",135 GRAHAM AVENUE,40506,605,ACTIVE,28-Mar-2023,1,100,
99386,"LEMON TREE, THE",135 GRAHAM AVENUE,40506,605,ACTIVE,14-Sep-2023,1,96,  18  45
99386,"LEMON TREE, THE",135 GRAHAM AVENUE,40506,605,ACTIVE,14-Sep-2023,2,99,  45
31497,LEX EXPRESS,176 NEW CIRCLE RD,40505,610,ACTIVE,12-Sep-2023,1,97,  15  56
31497,LEX EXPRESS,176 NEW CIRCLE RD,40505,607,ACTIVE,12-Sep-2023,1,97,  15  56
110899,LEX LIVE - CORNER BAR,310 S. BROADWAY,40508,605,ACTIVE,14-Feb-2023,1,99,  56
110899,LEX LIVE - CORNER BAR,310 S. BROADWAY,40508,605,ACTIVE,31-Aug-2023,1,99,  45
110895,LEX LIVE - GAME DAY SPORTS BAR,301 S. BROADWAY,40508,605,ACTIVE,14-Feb-2023,1,100,
110895,LEX LIVE - GAME DAY SPORTS BAR,301 S. BROADWAY,40508,605,ACTIVE,31-Aug-2023,1,99,  51
110896,LEX LIVE - LOWER CONCESSION,301 S. BROADWAY,40508,605,ACTIVE,14-Feb-2023,1,98,  41  50
110896,LEX LIVE - LOWER CONCESSION,301 S. BROADWAY,40508,605,ACTIVE,31-Aug-2023,1,99,  50
110898,LEX LIVE - MAIN KITCHEN,301 S. BROADWAY,40508,605,ACTIVE,14-Feb-2023,2,97,  10  15
110898,LEX LIVE - MAIN KITCHEN,301 S. BROADWAY,40508,605,ACTIVE,14-Feb-2023,1,95,  10  15  20
110898,LEX LIVE - MAIN KITCHEN,301 S. BROADWAY,40508,605,ACTIVE,31-Aug-2023,1,99,  50
110897,LEX LIVE - UPPER  CONCESSION/BAR,301 S. BROADWAY,40508,605,ACTIVE,14-Feb-2023,1,100,
110897,LEX LIVE - UPPER  CONCESSION/BAR,301 S. BROADWAY,40508,605,ACTIVE,31-Aug-2023,1,99,  50
115302,LEX NUTRITION,4383 OLD HARRODSBURG RD STE 170,40513,605,ACTIVE,31-May-2023,1,98,  48
115302,LEX NUTRITION,4383 OLD HARRODSBURG RD STE 170,40513,605,ACTIVE,15-Dec-2023,2,99,  51
115302,LEX NUTRITION,4383 OLD HARRODSBURG RD STE 170,40513,605,ACTIVE,01-Dec-2023,1,93,   1  18  44  49
116919,LEXHANWOORI DBA HANWOORI IN CAMPUS,111 AVENUE OF CHAMPIONS,40508,605,ACTIVE,01-May-2023,1,97,  44  54  56
116919,LEXHANWOORI DBA HANWOORI IN CAMPUS,111 AVENUE OF CHAMPIONS,40508,605,ACTIVE,10-Nov-2023,1,94,  25  29  40  41
116919,LEXHANWOORI DBA HANWOORI IN CAMPUS,111 AVENUE OF CHAMPIONS,40508,605,ACTIVE,10-Nov-2023,2,98,  40  41
62726,LEXHANWOORI RESTAURANT,371 S. LIMESTONE,40508,605,ACTIVE,07-Feb-2023,1,93,  24  36  47  48
62726,LEXHANWOORI RESTAURANT,371 S. LIMESTONE,40508,605,ACTIVE,07-Feb-2023,2,97,  36  48
62726,LEXHANWOORI RESTAURANT,371 S. LIMESTONE,40508,605,ACTIVE,21-Aug-2023,1,97,  38  44  50
65010,LEXINGTON CATHOLIC BASKETBALL CONCESSION,2250 CLAYS MILL RD,40503,605,ACTIVE,25-Sep-2023,1,97,  48  49
31619,LEXINGTON CATHOLIC CAFETERIA,2250 CLAYS MILL RD,40503,605,ACTIVE,25-Sep-2023,1,98,  48
62815,LEXINGTON CATHOLIC FOOTBALL CONCESSION,2250 CLAYS MILL RD,40503,605,ACTIVE,25-Sep-2023,1,99,  49
90416,LEXINGTON CATHOLIC H.S. BASEBALL CONCESSION,2250 CLAYS MILL RD,40503,605,ACTIVE,16-Mar-2023,1,91,   3  18  37  40  49  50 
90416,LEXINGTON CATHOLIC H.S. BASEBALL CONCESSION,2250 CLAYS MILL RD,40503,605,ACTIVE,30-Mar-2023,2,99,  50
118524,LEXINGTON CHEF'S TABLE LLC,100 W LOUDON AVE STE 140,40508,605,ACTIVE,15-May-2023,1,100,
107322,LEXINGTON CHRISTIAN ACADEMY BASEBALL,450 W REYNOLDS RD,40503,603,ACTIVE,05-Sep-2023,1,100,
107321,LEXINGTON CHRISTIAN ACADEMY SOCCER,450 W REYNOLDS RD,40503,603,ACTIVE,05-Sep-2023,1,100,
84406,LEXINGTON CHRISTIAN ACADEMY I/S CONCESSION,SEASONAL CONCESSION,40503,603,ACTIVE,25-Jan-2023,1,100,
84406,LEXINGTON CHRISTIAN ACADEMY I/S CONCESSION,SEASONAL CONCESSION,40503,603,ACTIVE,05-Sep-2023,1,99,  49
91801,LEXINGTON CHRISTIAN ACADEMY O/S CONCESSION,450 W. REYNOLDS RD.,40503,603,ACTIVE,25-Jan-2023,1,100,
91801,LEXINGTON CHRISTIAN ACADEMY O/S CONCESSION,450 W. REYNOLDS RD.,40503,605,ACTIVE,25-Jan-2023,1,100,
91801,LEXINGTON CHRISTIAN ACADEMY O/S CONCESSION,450 W REYNOLDS RD.,40503,603,ACTIVE,06-Sep-2023,1,100,
91801,LEXINGTON CHRISTIAN ACADEMY O/S CONCESSION,450 W REYNOLDS RD.,40503,605,ACTIVE,06-Sep-2023,1,100,
68382,LEXINGTON CITY CHURCH COFFEE SHOP,410 SPORTING CT.,40503,605,ACTIVE,27-Sep-2023,1,100,
31638,LEXINGTON CLUB,170 THE ESPLANADE,40507,605,ACTIVE,23-May-2023,1,63,   1   3   6   8  15  17  18  21  23  25  26  38  39  40  45  47  48  50  51  56  57
31638,LEXINGTON CLUB,170 THE ESPLANADE,40507,605,ACTIVE,07-Jun-2023,2,95,  48  51  56  57
31638,LEXINGTON CLUB,170 THE ESPLANADE,40507,605,ACTIVE,18-Dec-2023,1,97,  39  48
31639,LEXINGTON COUNTRY CLUB,2550 PARIS PIKE,40505,605,ACTIVE,19-Dec-2023,1,91,  17  18  25  48  56
31639,LEXINGTON COUNTRY CLUB,2550 PARIS PIKE,40505,605,ACTIVE,11-Jul-2023,2,98,  56  57
31639,LEXINGTON COUNTRY CLUB,2550 PARIS PIKE,40505,605,ACTIVE,19-Dec-2023,2,96,  17  48  56
117358,LEXINGTON COUNTRY PLACE,700 MASON HEADLEY ROAD,40504,605,ACTIVE,01-Jun-2023,1,88,   6  21  25  41  45  51  56  57
117358,LEXINGTON COUNTRY PLACE,700 MASON HEADLEY ROAD,40504,605,ACTIVE,01-Jun-2023,2,95,  41  45  51  56  57
117358,LEXINGTON COUNTRY PLACE,700 MASON HEADLEY ROAD,40504,605,ACTIVE,01-Dec-2023,1,97,  50  51  56
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,605,ACTIVE,28-Apr-2023,1,92,   1   2  40  44  48  50
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,605,ACTIVE,28-Apr-2023,1,100,
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,607,ACTIVE,28-Apr-2023,1,100,
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,607,ACTIVE,28-Apr-2023,1,92,   1   2  40  44  48  50
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,607,ACTIVE,12-May-2023,2,97,  48  50
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,605,ACTIVE,12-May-2023,2,97,  48  50
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,607,ACTIVE,12-May-2023,2,100,
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,605,ACTIVE,12-May-2023,2,100,
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,607,ACTIVE,30-Nov-2023,2,98,  50  51
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,605,ACTIVE,03-Nov-2023,1,92,  18  25  45  50  51
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,607,ACTIVE,03-Nov-2023,1,98,  25
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,605,ACTIVE,03-Nov-2023,1,98,  25
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,605,ACTIVE,30-Nov-2023,2,98,  50  51
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,605,ACTIVE,30-Nov-2023,2,100,
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,607,ACTIVE,03-Nov-2023,1,92,  18  25  45  50  51
90339,LEXINGTON COURTYARD,3100 WALL STREET,40513,607,ACTIVE,30-Nov-2023,2,100,
30689,LEXINGTON DINER,841 LANE ALLEN DR,40504,605,INACTIVE,05-Jan-2023,3,85,  15  18  21  25  37  48  50  56
30689,LEXINGTON DINER,841 LANE ALLEN DR,40504,605,INACTIVE,18-Jan-2023,2,94,  34  41  48  50  56
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,605,ACTIVE,23-Jan-2023,1,100,
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,607,ACTIVE,23-Jan-2023,1,99,  56
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,607,ACTIVE,23-Jan-2023,1,100,
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,605,ACTIVE,23-Jan-2023,1,99,  56
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,607,ACTIVE,07-Feb-2024,1,100,
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,605,ACTIVE,04-Aug-2023,1,100,
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,605,ACTIVE,07-Feb-2024,1,98,  48
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,605,ACTIVE,04-Aug-2023,1,98,  48
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,605,ACTIVE,07-Feb-2024,1,100,
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,607,ACTIVE,07-Feb-2024,1,98,  48
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,607,ACTIVE,04-Aug-2023,1,100,
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,607,ACTIVE,04-Aug-2023,1,98,  48
31986,LEXINGTON FOOD MART,100 TIVERTON WAY,40517,610,ACTIVE,29-Nov-2023,1,93,  25  48  50  54  56
31986,LEXINGTON FOOD MART,100 TIVERTON WAY,40517,610,ACTIVE,29-Nov-2023,2,95,  48  50  54  56
54106,LEXINGTON GOLF & TRAVEL AKA CHEETAH'S,1101 EAST NEW CIRCLE ROAD,40505,605,ACTIVE,13-Apr-2023,1,98,  45  56
54106,LEXINGTON GOLF & TRAVEL AKA CHEETAH'S,1101 EAST NEW CIRCLE ROAD,40505,605,ACTIVE,20-Oct-2023,1,97,  49  50  56
31641,LEXINGTON ICE CENTER,560 EUREKA SPRINGS DRIVE,40517,605,ACTIVE,19-Dec-2023,1,95,  10  40  45  49  56
80213,LEXINGTON INN,2221 ELKHORN,40505,605,ACTIVE,13-Jan-2023,1,98,  46  56
80213,LEXINGTON INN,2221 ELKHORN,40505,605,ACTIVE,30-Jan-2024,12,,
80213,LEXINGTON INN,2221 ELKHORN,40505,605,ACTIVE,19-Jul-2023,1,99,  46
80213,LEXINGTON INN,2221 ELKHORN,40505,605,ACTIVE,16-Jan-2024,1,93,   1  10  38  49  52
80213,LEXINGTON INN,2221 ELKHORN,40505,605,ACTIVE,30-Jan-2024,2,91,   1  10  29  49  51  52
58584,LEXINGTON JUNIOR ACADEMY,968 LANE ALLEN RD,40504,605,INACTIVE,23-Jan-2023,5,100,
117359,LEXINGTON LATIN SCHOOL,483 W. REYNOLD'S RD,40503,605,ACTIVE,18-Oct-2023,1,100,
83492,LEXINGTON MARKETPLACE #9370,"4000 TERMINAL DR., STE 122",40510,605,ACTIVE,17-Nov-2023,1,97,  48  56
83492,LEXINGTON MARKETPLACE #9370,"4000 TERMINAL DR., STE 122",40510,610,ACTIVE,17-Nov-2023,1,97,  48  56
83492,LEXINGTON MARKETPLACE #9370,"4000 TERMINAL DR., STE 122",40510,607,ACTIVE,17-Nov-2023,1,97,  48  56
109604,LEXINGTON MARRIOTT CITY CENTER,121 W. VINE ST,40507,605,ACTIVE,23-Feb-2023,1,99,  50
109604,LEXINGTON MARRIOTT CITY CENTER,121 W. VINE ST,40507,607,ACTIVE,23-Feb-2023,1,99,  50
109604,LEXINGTON MARRIOTT CITY CENTER,121 W. VINE ST,40507,607,ACTIVE,23-Feb-2023,1,100,
109604,LEXINGTON MARRIOTT CITY CENTER,121 W. VINE ST,40507,605,ACTIVE,23-Feb-2023,1,100,
109604,LEXINGTON MARRIOTT CITY CENTER,121 W. VINE ST,40507,605,ACTIVE,31-Aug-2023,1,93,  17  38  44  48  50  56
109604,LEXINGTON MARRIOTT CITY CENTER,121 W. VINE ST,40507,607,ACTIVE,31-Aug-2023,1,100,
109604,LEXINGTON MARRIOTT CITY CENTER,121 W. VINE ST,40507,607,ACTIVE,31-Aug-2023,1,93,  17  38  44  48  50  56
109604,LEXINGTON MARRIOTT CITY CENTER,121 W. VINE ST,40507,605,ACTIVE,31-Aug-2023,1,100,
112764,LEXINGTON OPERA HOUSE,401 W. SHORT ST,40507,605,ACTIVE,11-May-2023,1,96,  10  45  46  51
112764,LEXINGTON OPERA HOUSE,401 W. SHORT ST,40507,605,ACTIVE,28-Nov-2023,1,100,
114354,"LEXINGTON PREMIER NURSING & REHAB, LLC",2770 PALUMBO DR,40509,605,ACTIVE,20-Oct-2023,1,97,  49  51  56
114354,"LEXINGTON PREMIER NURSING & REHAB, LLC",2770 PALUMBO DR,40509,605,ACTIVE,12-Feb-2024,1,88,  18  21  34  51  56  57  58
31140,LEXINGTON RESCUE MISSION,444 GLEN ARVIN AVE,40508,605,ACTIVE,08-Sep-2023,1,100,
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,40513,605,ACTIVE,10-Feb-2023,2,98,  51  56
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,40513,605,ACTIVE,10-Feb-2023,1,96,  13  51  56
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,40513,607,ACTIVE,10-Feb-2023,1,96,  13  51  56
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,40513,607,ACTIVE,10-Feb-2023,2,98,  51  56
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,40513,605,ACTIVE,25-Aug-2023,1,100,
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,40513,605,ACTIVE,25-Aug-2023,1,98,  40  51
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,40513,607,ACTIVE,25-Aug-2023,1,98,  40  51
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,40513,607,ACTIVE,25-Aug-2023,1,100,
62513,"LEXINGTON ROOSTERS, LLC",124 MARKETPLACE DRIVE,40503,605,ACTIVE,28-Feb-2023,1,89,  18  40  42  45  48  50  56  57
62513,"LEXINGTON ROOSTERS, LLC",124 MARKETPLACE DRIVE,40503,605,ACTIVE,28-Feb-2023,2,92,  40  42  45  48  50  56  57
62513,"LEXINGTON ROOSTERS, LLC",124 MARKETPLACE DRIVE,40503,605,ACTIVE,24-Apr-2023,1,96,  39  48  50
62513,"LEXINGTON ROOSTERS, LLC",124 MARKETPLACE DRIVE,40503,605,ACTIVE,16-Nov-2023,1,91,  17  18  48  50  52
62513,"LEXINGTON ROOSTERS, LLC",124 MARKETPLACE DRIVE,40503,605,ACTIVE,16-Nov-2023,2,96,  17  48  50
31643,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,40504,605,ACTIVE,17-Oct-2023,1,98,  50  56
115706,LEXINGTON SEAFOOD COMPANY #110,867 E. HIGH STREET,40502,607,ACTIVE,21-Jun-2023,1,96,  34  40  48
115706,LEXINGTON SEAFOOD COMPANY #110,867 E. HIGH STREET,40502,607,ACTIVE,04-Dec-2023,1,99,  56
100806,LEXINGTON SENIOR CITIZENS CENTER,195 LIFE LANE,40502,605,ACTIVE,25-May-2023,1,98,  41  45
100806,LEXINGTON SENIOR CITIZENS CENTER,195 LIFE LANE,40502,605,ACTIVE,27-Nov-2023,1,92,   3   6  39  40  46  50
100806,LEXINGTON SENIOR CITIZENS CENTER,195 LIFE LANE,40502,605,ACTIVE,27-Nov-2023,2,96,  39  40  46  50
30883,LEXINGTON TENNIS CLUB SNACKBAR,410 REDDING ROAD,40517,605,ACTIVE,11-May-2023,1,99,  50
100746,LEXINGTON TRADITIONAL MAGNET SCHOOL,350 N LIMESTONE,40508,603,ACTIVE,13-Feb-2023,1,100,
100746,LEXINGTON TRADITIONAL MAGNET SCHOOL,350 N LIMESTONE,40508,603,ACTIVE,31-Jan-2024,1,97,  45  52
31649,LEXINGTON TRADITIONAL MAGNET SCHOOL,350 N LIMESTONE ST,40508,605,ACTIVE,13-Feb-2023,1,100,
31649,LEXINGTON TRADITIONAL MAGNET SCHOOL,350 N LIMESTONE ST,40508,605,ACTIVE,31-Jan-2024,1,98,  10  51
31649,LEXINGTON TRADITIONAL MAGNET SCHOOL,350 N LIMESTONE ST,40508,605,ACTIVE,16-Oct-2023,1,100,
109600,LEXMARK INTERNATIONAL 32 MKTC,740 W. NEW CIRCLE,40511,610,INACTIVE,18-Aug-2023,1,100,
108539,LEXMARK INTERNATIONAL INC,740 W. NEW CIRCLE,40511,610,INACTIVE,18-Aug-2023,1,100,
31459,"LEXMARK-AVI FOODSYSTEMS, BLDG #3",740 NEW CIRCLE RD,40511,605,ACTIVE,31-Jan-2023,1,95,  48  50  51  56
31459,"LEXMARK-AVI FOODSYSTEMS, BLDG #3",740 NEW CIRCLE RD,40511,605,INACTIVE,17-Jul-2023,1,98,  50  56
85076,LEXUS DEALERSHOP,1264 E. NEW CIRCLE RD,40509,605,ACTIVE,19-Apr-2023,1,100,
85076,LEXUS DEALERSHOP,1264 E. NEW CIRCLE RD,40509,605,ACTIVE,23-Oct-2023,1,100,
44092,"LHY WELLNESS, LLC",2909 RICHMOND ROAD,40509,610,ACTIVE,31-Aug-2023,1,100,
82073,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY ROAD,40505,605,ACTIVE,10-Feb-2023,1,98,  48
82073,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY ROAD,40505,605,ACTIVE,30-Jan-2024,1,100,
82073,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY ROAD,40505,605,ACTIVE,17-Oct-2023,1,100,
63161,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,40509,605,ACTIVE,01-Mar-2023,1,89,   1  27  45  48  50  55  56  57
63161,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,40509,605,ACTIVE,16-Mar-2023,2,96,  48  56  57
