Est Number,Premise Name,Premise Address 1,Premise Zip Code,TYPE,Status,Inspection Date,Inspection Type,Score,Violation List
62511,CHILI'S #600,108 MARKETPLACE DR,40503,605,ACTIVE,01-Mar-2023,1,96,  48  50  56
62511,CHILI'S #600,108 MARKETPLACE DR,40503,605,ACTIVE,28-Sep-2023,1,96,  39  50  51  56
60151,CHILI'S SOUTHWEST GRILL & BAR,2851 RICHMOND RD,40509,605,ACTIVE,25-May-2023,1,96,  40  41  50  56
60151,CHILI'S SOUTHWEST GRILL & BAR,2851 RICHMOND RD,40509,605,ACTIVE,27-Nov-2023,1,95,  44  45  48  56
92043,"CHILL SPOT LOUNGE, THE","680 LIMA DR, STE 150-160",40511,605,ACTIVE,22-Feb-2023,1,98,  50  56
92043,"CHILL SPOT LOUNGE, THE","680 LIMA DR, STE 150-160",40511,605,ACTIVE,17-Aug-2023,1,95,   1  39  50  56
92043,"CHILL SPOT LOUNGE, THE","680 LIMA DR, STE 150-160",40511,605,ACTIVE,08-Sep-2023,2,98,  50  56
105883,CHILL WAGON 2, P.O. BOX 1035,40588,605,ACTIVE,22-Sep-2023,1,94,   8  37  40  44
105883,CHILL WAGON 2, P.O. BOX 1035,40588,605,ACTIVE,22-Sep-2023,2,98,  37  40
31022,CHINA HUT,850 LANE ALLEN RD,40504,605,ACTIVE,27-Feb-2023,1,87,  18  23  24  25  39  50  56
31022,CHINA HUT,850 LANE ALLEN RD,40504,605,ACTIVE,13-Mar-2023,2,95,  24  50  51  56
31022,CHINA HUT,850 LANE ALLEN RD,40504,605,ACTIVE,14-Mar-2023,2,97,  50  51  56
31022,CHINA HUT,850 LANE ALLEN RD,40504,605,ACTIVE,29-Aug-2023,1,89,  18  25  44  48  50  51  56
31022,CHINA HUT,850 LANE ALLEN RD,40504,605,ACTIVE,29-Aug-2023,2,94,  44  48  50  51  56
116940,CHINA KING,1497 ALEXANDRIA DR.,40504,605,ACTIVE,09-Mar-2023,3,98,  41  44
116940,CHINA KING,1497 ALEXANDRIA DR.,40504,605,ACTIVE,23-Mar-2023,1,95,  15  44  45  50
116940,CHINA KING,1497 ALEXANDRIA DR.,40504,605,ACTIVE,19-Dec-2023,1,95,  17  37  38  41  46
116940,CHINA KING,1497 ALEXANDRIA DR.,40504,605,ACTIVE,23-Aug-2023,1,88,   8  10  18  24  39  48
116940,CHINA KING,1497 ALEXANDRIA DR.,40504,605,ACTIVE,11-Sep-2023,2,90,  15  21  24  48  57
116940,CHINA KING,1497 ALEXANDRIA DR.,40504,605,ACTIVE,18-Sep-2023,2,100,
54377,CHINA KING,1650 BRYAN STATION RD #132,40505,605,ACTIVE,06-Jan-2023,1,95,  48  50  56  57
54377,CHINA KING,1650 BRYAN STATION RD #132,40505,605,ACTIVE,18-Aug-2023,2,94,  15  17  48  56
54377,CHINA KING,1650 BRYAN STATION RD #132,40505,605,ACTIVE,07-Aug-2023,1,85,  15  17  21  29  40  48  50  51  56  57
54377,CHINA KING,1650 BRYAN STATION RD #132,40505,605,ACTIVE,29-Jan-2024,1,74,   6   8  15  17  22  24  34  38  39  45  46  48  50  51  55  56  58
70478,CHINA STAR,196 N. MARTIN LUTHER KING,40507,605,ACTIVE,17-Feb-2023,1,72,   1   6  15  17  18  21  22  25  37  40  41  44  48  50  55  56  57
70478,CHINA STAR,196 N. MARTIN LUTHER KING,40507,605,ACTIVE,06-Mar-2023,2,95,  48  50  56  57
70478,CHINA STAR,196 N. MARTIN LUTHER KING,40507,605,ACTIVE,01-Jun-2023,2,91,  15  38  40  41  48  50  56
70478,CHINA STAR,196 N. MARTIN LUTHER KING,40507,605,ACTIVE,01-Jun-2023,1,86,  15  18  25  38  40  41  48  50  56
70478,CHINA STAR,196 N. MARTIN LUTHER KING,40507,605,ACTIVE,23-Oct-2023,1,95,  17  41  48  56
35287,CHINOE PUB,1050 -C  E CHINOE RD,40502,605,ACTIVE,19-Apr-2023,1,96,  15  50  56
35287,CHINOE PUB,1050 -C  E CHINOE RD,40502,605,ACTIVE,21-Nov-2023,1,95,  41  48  50  56
117093,CHIPOTLE MEXICAN GRILL,2270 NICHOLASVILLE RD,40503,605,ACTIVE,04-Dec-2023,1,99,  55
117093,CHIPOTLE MEXICAN GRILL,2270 NICHOLASVILLE RD,40503,605,ACTIVE,11-Jul-2023,3,99,  56
117234,CHIPOTLE MEXICAN GRILL,1584 LEESTOWN RD,40511,605,ACTIVE,21-Sep-2023,3,98,  47
117234,CHIPOTLE MEXICAN GRILL,1584 LEESTOWN RD,40511,605,ACTIVE,21-Sep-2023,2,100,
117234,CHIPOTLE MEXICAN GRILL,1584 LEESTOWN RD,40511,605,ACTIVE,20-Dec-2023,1,100,
70400,CHIPOTLE MEXICAN GRILL,345 SOUTH LIMESTONE,40508,605,ACTIVE,23-Feb-2023,1,100,
70400,CHIPOTLE MEXICAN GRILL,345 SOUTH LIMESTONE,40508,605,ACTIVE,15-May-2023,1,99,  46
70400,CHIPOTLE MEXICAN GRILL,345 SOUTH LIMESTONE,40508,605,ACTIVE,17-Nov-2023,1,98,  49  50
96623,CHIPOTLE MEXICAN GRILL #2429,"3565 NICHOLASVILLE RD, STE 935",40503,605,ACTIVE,05-Jan-2023,2,99,  45
96623,CHIPOTLE MEXICAN GRILL #2429,"3565 NICHOLASVILLE RD, STE 935",40503,605,ACTIVE,05-Jan-2023,3,96,  22  45
96623,CHIPOTLE MEXICAN GRILL #2429,"3565 NICHOLASVILLE RD, STE 935",40503,605,ACTIVE,23-Feb-2023,1,99,  57
96623,CHIPOTLE MEXICAN GRILL #2429,"3565 NICHOLASVILLE RD, STE 935",40503,605,ACTIVE,15-May-2023,5,99,  46
96623,CHIPOTLE MEXICAN GRILL #2429,"3565 NICHOLASVILLE RD, STE 935",40503,605,ACTIVE,19-Sep-2023,1,98,  45  56
70890,CHIPOTLE MEXICAN GRILL #572,2905 RICHMOND ROAD,40509,605,ACTIVE,06-Apr-2023,1,99,  40
70890,CHIPOTLE MEXICAN GRILL #572,2905 RICHMOND ROAD,40509,605,ACTIVE,16-Oct-2023,1,100,
71759,CHIPOTLE MEXICAN GRILL OF CO,1869 PLAUDIT PLACE #140,40509,605,ACTIVE,29-Mar-2023,1,100,
71759,CHIPOTLE MEXICAN GRILL OF CO,1869 PLAUDIT PLACE #140,40509,605,ACTIVE,03-Oct-2023,1,88,   8  18  21  40  45  56
71759,CHIPOTLE MEXICAN GRILL OF CO,1869 PLAUDIT PLACE #140,40509,605,ACTIVE,13-Oct-2023,2,97,  45  48
120711,CHOCOLATE HOLLER,400 OLD VINE STREET SUITE 104,40507,605,ACTIVE,03-Jan-2024,1,100,
87658,CHOCOLATE HOLLER,"400 OLD VINE STREET, SUITE 104",40507,605,ACTIVE,06-Jan-2023,1,99,  57
87658,CHOCOLATE HOLLER,"400 OLD VINE STREET, SUITE 104",40507,605,INACTIVE,03-Aug-2023,1,99,  41
53562,CHRIST CHURCH CATHEDRAL,166 MARKET ST,40507,605,ACTIVE,24-Jan-2024,1,100,
53562,CHRIST CHURCH CATHEDRAL,166 MARKET ST,40507,605,ACTIVE,07-Aug-2023,1,100,
30906,CHRIST THE KING SCHOOL,412 COCHRAN RD,40502,605,ACTIVE,30-Jan-2023,1,100,
30906,CHRIST THE KING SCHOOL,412 COCHRAN RD,40502,605,ACTIVE,13-Sep-2023,1,100,
30906,CHRIST THE KING SCHOOL,412 COCHRAN RD,40502,605,ACTIVE,08-Feb-2024,1,100,
67304,CHRYSALIS COMMUNITY CENTER,1589 HILL  RISE DRIVE,40504,605,ACTIVE,09-Jan-2023,1,99,  45
67304,CHRYSALIS COMMUNITY CENTER,1589 HILL  RISE DRIVE,40504,605,ACTIVE,13-Jul-2023,1,98,  50  51
67304,CHRYSALIS COMMUNITY CENTER,1589 HILL  RISE DRIVE,40504,605,ACTIVE,16-Jan-2024,2,97,  10  50  56
67304,CHRYSALIS COMMUNITY CENTER,1589 HILL  RISE DRIVE,40504,605,ACTIVE,16-Jan-2024,1,95,  10  25  50  56
73484,CHRYSALIS HOUSE FAMILY PROGRAM,1588 HILL RISE DR,40504,605,ACTIVE,09-Jan-2023,1,99,  40
73484,CHRYSALIS HOUSE FAMILY PROGRAM,1588 HILL RISE DR,40504,605,ACTIVE,13-Jul-2023,1,87,   1   6  18  29  40  48  50
73484,CHRYSALIS HOUSE FAMILY PROGRAM,1588 HILL RISE DR,40504,605,ACTIVE,13-Jul-2023,2,96,  40  48  50
73484,CHRYSALIS HOUSE FAMILY PROGRAM,1588 HILL RISE DR,40504,605,ACTIVE,16-Jan-2024,1,90,   5   6  13  36  48  50
73484,CHRYSALIS HOUSE FAMILY PROGRAM,1588 HILL RISE DR,40504,605,ACTIVE,16-Jan-2024,2,96,  36  48  50
114000,"CHRYSALIS HOUSE, INC",1382 BULL LEA RD,40511,605,ACTIVE,19-Apr-2023,1,97,  48  50
114000,"CHRYSALIS HOUSE, INC",1382 BULL LEA RD,40511,605,ACTIVE,20-Oct-2023,1,97,  38  50  56
98082,"CHRYSALIS HOUSE, INC",1374 BULL LEA LANE,40511,605,ACTIVE,24-Feb-2023,1,94,  15  29  41  50
98082,"CHRYSALIS HOUSE, INC",1374 BULL LEA LANE,40511,605,ACTIVE,24-Feb-2023,2,96,  15  41  50
98082,"CHRYSALIS HOUSE, INC",1374 BULL LEA LANE,40511,605,ACTIVE,14-Aug-2023,2,94,  10  17  36  44  50  56
98082,"CHRYSALIS HOUSE, INC",1374 BULL LEA LANE,40511,605,ACTIVE,02-Feb-2024,1,98,  50  56
98082,"CHRYSALIS HOUSE, INC",1374 BULL LEA LANE,40511,605,ACTIVE,14-Aug-2023,1,92,  10  13  17  36  44  50  56
32256,CHUCK E CHEESE,1555 NEW CIRCLE RD,40509,605,ACTIVE,17-Mar-2023,1,93,   1  40  44  50  55  56
32256,CHUCK E CHEESE,1555 NEW CIRCLE RD,40509,605,ACTIVE,13-Apr-2023,2,96,  41  45  50  56
32256,CHUCK E CHEESE,1555 NEW CIRCLE RD,40509,605,ACTIVE,04-Oct-2023,1,92,   3  17  47  50  56  57
32256,CHUCK E CHEESE,1555 NEW CIRCLE RD,40509,605,ACTIVE,04-Oct-2023,2,96,  17  50  56  57
120438,CHUPIS,910 CHRIS DRIVE,40356,605,ACTIVE,15-Nov-2023,1,100,
30907,CHURCH OF GOD CAMP,3500 VERSAILLES RD,40510,605,ACTIVE,12-Jul-2023,2,91,  13  18  21  56
30907,CHURCH OF GOD CAMP,3500 VERSAILLES RD,40510,605,ACTIVE,12-Jul-2023,2,99,  56
30907,CHURCH OF GOD CAMP,3500 VERSAILLES RD,40510,605,ACTIVE,12-Jul-2023,12,,
38576,CHURCH OF GOD CONCESSION,3500 VERSAILLES RD,40510,605,ACTIVE,12-Jul-2023,2,97,  18
38576,CHURCH OF GOD CONCESSION,3500 VERSAILLES RD,40510,605,ACTIVE,12-Jul-2023,2,100,
56360,CHURCH OF THE GOOD SHEPHERD,533 E MAIN ST,40508,605,ACTIVE,02-Nov-2023,2,100,
56360,CHURCH OF THE GOOD SHEPHERD,533 E MAIN ST,40508,605,ACTIVE,17-Oct-2023,1,97,  18
119913,CHURRERIA & ANTOJITOS MEXICANOS LA CONEJA MOBILE,394 WINTON RD,40383,605,INACTIVE,21-Sep-2023,1,99,  43
56195,CHURRERIA LA CONEJA & ANTOJITOS MEXICANOS,895 N.  BROADWAY,40505,605,ACTIVE,16-May-2023,12,,
56195,CHURRERIA LA CONEJA & ANTOJITOS MEXICANOS,895 N.  BROADWAY,40505,605,ACTIVE,16-May-2023,1,97,  48  56
56195,CHURRERIA LA CONEJA & ANTOJITOS MEXICANOS,895 N.  BROADWAY,40505,605,ACTIVE,20-May-2023,12,,
56195,CHURRERIA LA CONEJA & ANTOJITOS MEXICANOS,895 N.  BROADWAY,40505,605,ACTIVE,30-Nov-2023,1,84,   1   6  18  21  38  39  40  41  50  56
56195,CHURRERIA LA CONEJA & ANTOJITOS MEXICANOS,895 N.  BROADWAY,40505,605,ACTIVE,15-Dec-2023,12,,
56195,CHURRERIA LA CONEJA & ANTOJITOS MEXICANOS,895 N.  BROADWAY,40505,605,ACTIVE,20-Dec-2023,2,99,  56
60544,CHUY'S,1856 ALYSHEBA WAY,40509,605,ACTIVE,07-Jul-2023,2,96,  45  48  56
60544,CHUY'S,1856 ALYSHEBA WAY,40509,605,ACTIVE,08-Jan-2024,1,95,  17  38  48  50
49981,CHUY'S LEXINGTON,3841 NICHOLASVILLE CENTER ROAD,40503,605,ACTIVE,01-Feb-2023,1,95,  38  48  50  56
49981,CHUY'S LEXINGTON,3841 NICHOLASVILLE CENTER ROAD,40503,605,ACTIVE,24-Jul-2023,12,,
49981,CHUY'S LEXINGTON,3841 NICHOLASVILLE CENTER ROAD,40503,605,ACTIVE,25-Jan-2024,2,95,  10  48  50  56
49981,CHUY'S LEXINGTON,3841 NICHOLASVILLE CENTER ROAD,40503,605,ACTIVE,07-Aug-2023,2,96,  48  50  56
49981,CHUY'S LEXINGTON,3841 NICHOLASVILLE CENTER ROAD,40503,605,ACTIVE,25-Jan-2024,1,86,   3  10  18  22  46  48  50  56
49981,CHUY'S LEXINGTON,3841 NICHOLASVILLE CENTER ROAD,40503,605,ACTIVE,24-Jul-2023,1,86,  10  18  30  37  38  41  45  48  50  56
39214,CINCO DE MAYO,122 W. MAXWELL ST.,40508,605,ACTIVE,27-Mar-2023,1,95,  39  40  48  49
39214,CINCO DE MAYO,122 W. MAXWELL ST.,40508,605,ACTIVE,08-Feb-2024,2,95,  15  41  50  56
39214,CINCO DE MAYO,122 W. MAXWELL ST.,40508,605,ACTIVE,08-Feb-2024,3,88,   3   6  15  21  41  50  56
39214,CINCO DE MAYO,122 W. MAXWELL ST.,40508,605,ACTIVE,09-Oct-2023,1,94,  44  48  49  50  56
96707,"CINCO DE MAYO OF LEXINGTON 2, INC","3031 RICHMOND RD., STE 120",40509,605,ACTIVE,06-Apr-2023,1,81,   5   6  10  15  17  18  38  41  44  46  51  53  56
96707,"CINCO DE MAYO OF LEXINGTON 2, INC","3031 RICHMOND RD., STE 120",40509,605,ACTIVE,20-Apr-2023,2,95,  15  41  44  46
96707,"CINCO DE MAYO OF LEXINGTON 2, INC","3031 RICHMOND RD., STE 120",40509,605,ACTIVE,14-Aug-2023,1,96,  39  48  56
96707,"CINCO DE MAYO OF LEXINGTON 2, INC","3031 RICHMOND RD., STE 120",40509,605,ACTIVE,11-Dec-2023,1,97,  36  41  51
120543,CINCO DE MAYO TATES CREEK,4101 TATES CREEK CENTRE DRIVE  UNIT 162,40517,605,ACTIVE,12-Jan-2024,1,100,
74489,"CINEMARK USA, INC. (FAYETTE MALL)",3800 MALL ROAD,40503,605,ACTIVE,27-Mar-2023,1,99,  50
74489,"CINEMARK USA, INC. (FAYETTE MALL)",3800 MALL ROAD,40503,605,ACTIVE,29-Sep-2023,1,98,  10  38
111635,CINNABON,"3401 NICHOLASVILLE RD, UNIT 311",40503,605,ACTIVE,16-Feb-2023,1,94,   3  13  40  57
111635,CINNABON,"3401 NICHOLASVILLE RD, UNIT 311",40503,605,ACTIVE,16-Feb-2023,2,98,  40  57
111635,CINNABON,"3401 NICHOLASVILLE RD, UNIT 311",40503,605,ACTIVE,12-Feb-2024,1,92,   1  18  44  48
111635,CINNABON,"3401 NICHOLASVILLE RD, UNIT 311",40503,605,ACTIVE,05-Feb-2024,12,,
111635,CINNABON,"3401 NICHOLASVILLE RD, UNIT 311",40503,605,ACTIVE,28-Aug-2023,1,99,  38
62183,CIRCLE K #3211,3470 RICHMOND ROAD,40509,607,ACTIVE,07-Apr-2023,1,96,  40  43  50  56
62183,CIRCLE K #3211,3470 RICHMOND ROAD,40509,607,ACTIVE,07-Apr-2023,1,97,  48  56
62183,CIRCLE K #3211,3470 RICHMOND ROAD,40509,607,ACTIVE,11-Oct-2023,1,94,  18  29  55
62183,CIRCLE K #3211,3470 RICHMOND ROAD,40509,607,ACTIVE,11-Oct-2023,1,92,  18  29  48  55
62183,CIRCLE K #3211,3470 RICHMOND ROAD,40509,607,ACTIVE,11-Oct-2023,2,99,  55
62183,CIRCLE K #3211,3470 RICHMOND ROAD,40509,607,ACTIVE,11-Oct-2023,2,97,  48  55
30941,CIRCLE K #3214,3469 BUCKHORN DR,40515,607,ACTIVE,10-Apr-2023,1,97,   1  56
30941,CIRCLE K #3214,3469 BUCKHORN DR,40515,607,ACTIVE,10-Apr-2023,1,99,  56
30941,CIRCLE K #3214,3469 BUCKHORN DR,40515,607,ACTIVE,25-Apr-2023,2,97,   1  56
30941,CIRCLE K #3214,3469 BUCKHORN DR,40515,607,ACTIVE,02-May-2023,2,99,  56
30941,CIRCLE K #3214,3469 BUCKHORN DR,40515,607,ACTIVE,08-Dec-2023,1,98,  40  56
30941,CIRCLE K #3214,3469 BUCKHORN DR,40515,607,ACTIVE,08-Dec-2023,1,99,  56
30941,CIRCLE K #3214,3469 BUCKHORN DR,40515,607,ACTIVE,04-Aug-2023,1,99,  56
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,40517,607,ACTIVE,04-May-2023,2,94,  41  46  50  54  56  57
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,40517,607,ACTIVE,04-May-2023,2,94,  40  41  46  50  54  56
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,40517,607,ACTIVE,04-May-2023,1,88,  13  29  41  46  50  54  56  57  58
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,40517,607,ACTIVE,04-May-2023,1,90,  29  40  41  46  50  54  56  58
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,40517,607,ACTIVE,20-Oct-2023,1,98,  56  57
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,40517,607,ACTIVE,20-Oct-2023,1,97,  50  56  57
31984,CITGO FOOD MART,705 LOUDON AVENUE,40505,607,ACTIVE,24-Feb-2023,1,89,  15  21  40  46  48  49  50
31984,CITGO FOOD MART,705 LOUDON AVENUE,40505,607,ACTIVE,24-Feb-2023,1,95,  15  25  50
31984,CITGO FOOD MART,705 LOUDON AVENUE,40505,607,ACTIVE,09-Mar-2023,2,99,  50
31984,CITGO FOOD MART,705 LOUDON AVENUE,40505,607,ACTIVE,09-Mar-2023,2,96,  40  48  50
31984,CITGO FOOD MART,705 LOUDON AVENUE,40505,607,ACTIVE,11-Sep-2023,1,98,  48
90866,CITY BARBEQUE,3292 RICHMOND RD.,40509,605,ACTIVE,22-Sep-2023,1,97,  48  56
90866,CITY BBQ,3292 RICHMOND RD.,40509,605,ACTIVE,14-Mar-2023,1,98,  50  56
96527,CITY BARBEQUE,2187 HARRODSBURG RD,40504,605,ACTIVE,18-Jan-2023,1,97,  40  50  56
96527,CITY BARBEQUE,2187 HARRODSBURG RD,40504,605,ACTIVE,08-Aug-2023,2,95,  34  44  50  51  56
96527,CITY BARBEQUE,2187 HARRODSBURG RD,40504,605,ACTIVE,08-Aug-2023,1,90,   6  18  34  44  50  51  56
107552,CITY CENTER STARBUCKS,101 S. LIMESTONE ST.,40507,605,ACTIVE,03-Apr-2023,1,91,   6  10  40  43  50  51  58
107552,CITY CENTER STARBUCKS,101 S. LIMESTONE ST.,40507,605,ACTIVE,17-Apr-2023,2,98,  10  50
107552,CITY CENTER STARBUCKS,101 S. LIMESTONE ST.,40507,605,ACTIVE,25-Oct-2023,2,99,  40
107552,CITY CENTER STARBUCKS,101 S. LIMESTONE ST.,40507,605,ACTIVE,11-Oct-2023,1,97,   1  40
31107,CLAMATO'S,2304 VERSAILLES RD,40504,605,ACTIVE,16-Feb-2023,1,85,   6  13  21  25  41  45  48  50  56
31107,CLAMATO'S,2304 VERSAILLES RD,40504,605,ACTIVE,02-Mar-2023,2,92,   6  21  48  56
31107,CLAMATO'S,2304 VERSAILLES RD,40504,605,ACTIVE,06-Mar-2023,2,97,  48  56
31107,CLAMATO'S,2304 VERSAILLES RD,40504,605,ACTIVE,19-Oct-2023,2,93,  15  48  50  54  56
31107,CLAMATO'S,2304 VERSAILLES RD,40504,605,ACTIVE,06-Feb-2024,1,95,  37  48  50  56
31107,CLAMATO'S,2304 VERSAILLES RD,40504,605,ACTIVE,05-Oct-2023,1,88,  15  41  48  50  54  56  57  57  58
31107,CLAMATO'S,2304 VERSAILLES RD,40504,605,ACTIVE,17-Jul-2023,2,95,  45  48  50  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,21-Feb-2023,1,89,  10  17  24  29  41  48  49  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,21-Feb-2023,1,100,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,21-Feb-2023,2,93,  10  17  41  48  49  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,21-Feb-2023,1,89,  10  17  24  29  41  48  49  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,21-Feb-2023,1,100,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,21-Feb-2023,2,93,  10  17  41  48  49  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,04-May-2023,1,100,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,04-May-2023,1,93,  38  39  48  50  56  57
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,04-May-2023,1,93,  38  39  48  50  56  57
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,04-May-2023,1,100,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,09-May-2023,1,81,   6  18  21  23  29  34  37  41  48  49
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,09-May-2023,5,100,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,09-May-2023,5,100,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,09-May-2023,1,81,   6  18  21  23  29  34  37  41  48  49
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,12-May-2023,3,100,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,12-May-2023,3,78,   1   6   8  17  18  20  29  36  37  39  41  49  50  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,12-May-2023,12,,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,12-May-2023,3,100,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,12-May-2023,3,78,   1   6   8  17  18  20  29  36  37  39  41  49  50  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,12-May-2023,12,,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,31-May-2023,2,99,  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,31-May-2023,2,99,  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,04-Oct-2023,2,91,  17  38  48  50  56  57  58
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,12-Oct-2023,2,96,  48  50  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,23-Jan-2024,2,94,  41  45  48  50  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,20-Sep-2023,1,100,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,20-Sep-2023,1,86,  17  25  29  39  44  48  50  56  57  58
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,04-Oct-2023,2,91,  17  38  48  50  56  57  58
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,23-Jan-2024,1,90,   3  13  41  45  48  50  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,20-Sep-2023,1,100,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,23-Jan-2024,1,90,   3  13  41  45  48  50  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,20-Sep-2023,1,86,  17  25  29  39  44  48  50  56  57  58
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,23-Jan-2024,1,100,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,12-Oct-2023,2,96,  48  50  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,605,ACTIVE,23-Jan-2024,2,94,  41  45  48  50  56
31312,CLARION HOTEL,1950 NEWTOWN PIKE,40511,607,ACTIVE,23-Jan-2024,1,100,
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,13-Mar-2023,1,91,   6  10  18  29  41
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,27-Mar-2023,2,96,  18  41
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,03-Apr-2023,2,100,
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,15-Aug-2023,3,86,   1   8  10  18  20  25  41
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,07-Sep-2023,2,99,  10
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,31-Jan-2024,1,94,  40  41  44  45  51  57
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,19-Jul-2023,2,99,  56
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,28-Aug-2023,2,94,   6  18  41
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,01-Nov-2023,1,92,  44  48  50  56  57  58
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,22-Nov-2023,2,96,  10  48  56
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,05-Jul-2023,1,80,   5   6  18  24  25  38  40  44  48  50  57  58
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,15-Nov-2023,2,91,   6  17  29  48  56  57
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,22-Nov-2023,12,,
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,22-Nov-2023,2,92,   1   6  10  48  56
97052,CLARK'S PUMP - N - SHOP,529 W MAIN ST.,40507,607,ACTIVE,14-Feb-2023,1,100,
97052,CLARK'S PUMP - N - SHOP,529 W MAIN ST.,40507,605,ACTIVE,14-Feb-2023,1,100,
97052,CLARK'S PUMP N SHOP MAIN ST,529 W MAIN ST.,40507,607,ACTIVE,08-Feb-2024,1,98,   1
97052,CLARK'S PUMP N SHOP MAIN ST,529 W MAIN ST.,40507,605,ACTIVE,23-Aug-2023,1,100,
97052,CLARK'S PUMP N SHOP MAIN ST,529 W MAIN ST.,40507,605,ACTIVE,08-Feb-2024,1,100,
97052,CLARK'S PUMP N SHOP MAIN ST,529 W MAIN ST.,40507,605,ACTIVE,08-Feb-2024,1,98,   1
97052,CLARK'S PUMP N SHOP MAIN ST,529 W MAIN ST.,40507,607,ACTIVE,08-Feb-2024,1,100,
97052,CLARK'S PUMP N SHOP MAIN ST,529 W MAIN ST.,40507,607,ACTIVE,23-Aug-2023,1,100,
